PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence),Idx,Keywords
7023,281,a scummy ripoff of David Cronenberg 's brilliant ` Videodrome .,0,a scummy ripoff of David Cronenberg 's brilliant ` Videodrome .,4,4,1.4782608695652173,7023,"['brilliant', 'david', 'of']"
7024,281,a scummy ripoff of David Cronenberg 's brilliant ` Videodrome,0,a scummy ripoff of David Cronenberg 's brilliant ` Videodrome,4,4,1.4782608695652173,7024,"['brilliant', 'david', 'of']"
7025,281,a scummy ripoff of David Cronenberg,0,a scummy ripoff of David Cronenberg,2,2,1.4782608695652173,7025,"['david', 'of']"
7014,281,"A vile , incoherent mess ... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . '",0,"A vile , incoherent mess ... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . '",4,4,1.4782608695652173,7014,"['brilliant', 'david', 'incoherent', 'mess', 'of']"
7027,281,scummy ripoff,0,scummy ripoff,2,2,1.4782608695652173,7027,[]
7031,281,David Cronenberg,2,David Cronenberg,2,0,1.4782608695652173,7031,['david']
7029,281,ripoff,0,ripoff,2,2,1.4782608695652173,7029,[]
7036,281,Videodrome,2,Videodrome,2,0,1.4782608695652173,7036,[]
7035,281,'s brilliant,3,'s brilliant,4,1,1.4782608695652173,7035,['brilliant']
7030,281,of David Cronenberg,2,of David Cronenberg,2,0,1.4782608695652173,7030,"['david', 'of']"
7034,281,'s brilliant `,4,'s brilliant `,4,0,1.4782608695652173,7034,['brilliant']
7015,281,"A vile , incoherent mess",0,"A vile , incoherent mess",0,0,1.4782608695652173,7015,"['incoherent', 'mess']"
7033,281,'s brilliant ` Videodrome,3,'s brilliant ` Videodrome,4,1,1.4782608695652173,7033,['brilliant']
7032,281,Cronenberg,2,Cronenberg,2,0,1.4782608695652173,7032,[]
7028,281,scummy,1,scummy,2,1,1.4782608695652173,7028,[]
133227,7187,epic adventure,4,epic adventure,2,2,1.4666666666666666,133227,"['adventure', 'epic']"
133226,7187,of epic adventure,3,of epic adventure,2,1,1.4666666666666666,133226,"['adventure', 'epic', 'of']"
133225,7187,the very definition of epic adventure,4,the very definition of epic adventure,1,3,1.4666666666666666,133225,"['adventure', 'definition', 'definition of', 'epic', 'of', 'the', 'the very', 'very']"
133223,7187,'s the very definition of epic adventure .,3,'s the very definition of epic adventure .,1,2,1.4666666666666666,133223,"['adventure', 'definition', 'definition of', 'epic', 'of', 'the', 'the very', 'very']"
133224,7187,'s the very definition of epic adventure,3,'s the very definition of epic adventure,1,2,1.4666666666666666,133224,"['adventure', 'definition', 'definition of', 'epic', 'of', 'the', 'the very', 'very']"
133222,7187,it 's the very definition of epic adventure .,4,it 's the very definition of epic adventure .,1,3,1.4666666666666666,133222,"['adventure', 'definition', 'definition of', 'epic', 'it', 'it the', 'of', 'the', 'the very', 'very']"
133221,7187,", it 's the very definition of epic adventure .",3,", it 's the very definition of epic adventure .",1,2,1.4666666666666666,133221,"['adventure', 'definition', 'definition of', 'epic', 'it', 'it the', 'of', 'the', 'the very', 'very']"
133220,7187,dramatically moving,4,dramatically moving,2,2,1.4666666666666666,133220,"['dramatically', 'moving']"
133219,7187,", and dramatically moving",4,", and dramatically moving",2,2,1.4666666666666666,133219,"['and', 'dramatically', 'moving']"
133218,7187,viscerally exciting,4,viscerally exciting,2,2,1.4666666666666666,133218,['exciting']
133217,7187,"viscerally exciting , and dramatically moving",4,"viscerally exciting , and dramatically moving",4,0,1.4666666666666666,133217,"['and', 'dramatically', 'exciting', 'moving']"
133216,7187,"viscerally exciting , and dramatically moving , it 's the very definition of epic adventure .",4,"viscerally exciting , and dramatically moving , it 's the very definition of epic adventure .",4,0,1.4666666666666666,133216,"['adventure', 'and', 'definition', 'definition of', 'dramatically', 'epic', 'exciting', 'it', 'it the', 'moving', 'of', 'the', 'the very', 'very']"
133214,7187,Visually breathtaking,3,Visually breathtaking,4,1,1.4666666666666666,133214,"['breathtaking', 'visually']"
133213,7187,"Visually breathtaking , viscerally exciting , and dramatically moving , it 's the very definition of epic adventure .",4,"Visually breathtaking , viscerally exciting , and dramatically moving , it 's the very definition of epic adventure .",4,0,1.4666666666666666,133213,"['adventure', 'and', 'breathtaking', 'definition', 'definition of', 'dramatically', 'epic', 'exciting', 'it', 'it the', 'moving', 'of', 'the', 'the very', 'very', 'visually']"
133215,7187,", viscerally exciting , and dramatically moving , it 's the very definition of epic adventure .",4,", viscerally exciting , and dramatically moving , it 's the very definition of epic adventure .",4,0,1.4666666666666666,133215,"['adventure', 'and', 'definition', 'definition of', 'dramatically', 'epic', 'exciting', 'it', 'it the', 'moving', 'of', 'the', 'the very', 'very']"
85329,4413,to a chosen few,2,to a chosen few,2,0,1.4642857142857142,85329,"['chosen', 'few', 'to']"
85323,4413,"It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",1,"It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",4,3,1.4642857142857142,85323,"['accessible', 'and', 'chosen', 'else', 'everyone', 'few', 'filmmaking', 'important', 'is', 'is more', 'it', 'it is', 'moral', 'more', 'more important', 'skill', 'suggests', 'superior', 'than', 'to', 'to everyone', 'tone']"
85332,4413,", standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",1,", standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",4,3,1.4642857142857142,85332,"['and', 'else', 'everyone', 'filmmaking', 'important', 'is', 'is more', 'moral', 'more', 'more important', 'skill', 'suggests', 'superior', 'than', 'to', 'to everyone', 'tone']"
85334,4413,standoffish to everyone else,1,standoffish to everyone else,2,1,1.4642857142857142,85334,"['else', 'everyone', 'to', 'to everyone']"
85336,4413,to everyone else,2,to everyone else,2,0,1.4642857142857142,85336,"['else', 'everyone', 'to', 'to everyone']"
85337,4413,everyone else,2,everyone else,2,0,1.4642857142857142,85337,"['else', 'everyone']"
85338,4413,", and smugly suggests a superior moral tone is more important than filmmaking skill",1,", and smugly suggests a superior moral tone is more important than filmmaking skill",4,3,1.4642857142857142,85338,"['and', 'filmmaking', 'important', 'is', 'is more', 'moral', 'more', 'more important', 'skill', 'suggests', 'superior', 'than', 'tone']"
85339,4413,smugly suggests a superior moral tone is more important than filmmaking skill,2,smugly suggests a superior moral tone is more important than filmmaking skill,4,2,1.4642857142857142,85339,"['filmmaking', 'important', 'is', 'is more', 'moral', 'more', 'more important', 'skill', 'suggests', 'superior', 'than', 'tone']"
85340,4413,smugly,1,smugly,2,1,1.4642857142857142,85340,[]
85341,4413,suggests a superior moral tone is more important than filmmaking skill,1,suggests a superior moral tone is more important than filmmaking skill,4,3,1.4642857142857142,85341,"['filmmaking', 'important', 'is', 'is more', 'moral', 'more', 'more important', 'skill', 'suggests', 'superior', 'than', 'tone']"
85350,4413,filmmaking skill,2,filmmaking skill,2,0,1.4642857142857142,85350,"['filmmaking', 'skill']"
85349,4413,than filmmaking skill,2,than filmmaking skill,2,0,1.4642857142857142,85349,"['filmmaking', 'skill', 'than']"
85342,4413,suggests a superior moral tone is more important,2,suggests a superior moral tone is more important,4,2,1.4642857142857142,85342,"['important', 'is', 'is more', 'moral', 'more', 'more important', 'suggests', 'superior', 'tone']"
85343,4413,a superior moral tone is more important,2,a superior moral tone is more important,4,2,1.4642857142857142,85343,"['important', 'is', 'is more', 'moral', 'more', 'more important', 'superior', 'tone']"
85344,4413,a superior moral tone,4,a superior moral tone,2,2,1.4642857142857142,85344,"['moral', 'superior', 'tone']"
85345,4413,superior moral tone,3,superior moral tone,2,1,1.4642857142857142,85345,"['moral', 'superior', 'tone']"
85346,4413,moral tone,2,moral tone,2,0,1.4642857142857142,85346,"['moral', 'tone']"
85348,4413,more important,2,more important,2,0,1.4642857142857142,85348,"['important', 'more', 'more important']"
85333,4413,"standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",1,"standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",4,3,1.4642857142857142,85333,"['and', 'else', 'everyone', 'filmmaking', 'important', 'is', 'is more', 'moral', 'more', 'more important', 'skill', 'suggests', 'superior', 'than', 'to', 'to everyone', 'tone']"
85335,4413,standoffish,2,standoffish,2,0,1.4642857142857142,85335,[]
85331,4413,chosen few,2,chosen few,2,0,1.4642857142857142,85331,"['chosen', 'few']"
85326,4413,", accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",0,", accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",4,4,1.4642857142857142,85326,"['accessible', 'and', 'chosen', 'else', 'everyone', 'few', 'filmmaking', 'important', 'is', 'is more', 'moral', 'more', 'more important', 'skill', 'suggests', 'superior', 'than', 'to', 'to everyone', 'tone']"
85324,4413,"is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",1,"is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",4,3,1.4642857142857142,85324,"['accessible', 'and', 'chosen', 'else', 'everyone', 'few', 'filmmaking', 'important', 'is', 'is more', 'moral', 'more', 'more important', 'skill', 'suggests', 'superior', 'than', 'to', 'to everyone', 'tone']"
85325,4413,"parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",0,"parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",4,4,1.4642857142857142,85325,"['accessible', 'and', 'chosen', 'else', 'everyone', 'few', 'filmmaking', 'important', 'is', 'is more', 'moral', 'more', 'more important', 'skill', 'suggests', 'superior', 'than', 'to', 'to everyone', 'tone']"
85330,4413,a chosen few,2,a chosen few,2,0,1.4642857142857142,85330,"['chosen', 'few']"
85347,4413,is more important,2,is more important,2,0,1.4642857142857142,85347,"['important', 'is', 'is more', 'more', 'more important']"
85328,4413,accessible to a chosen few,2,accessible to a chosen few,2,0,1.4642857142857142,85328,"['accessible', 'chosen', 'few', 'to']"
85327,4413,"accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",0,"accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",4,4,1.4642857142857142,85327,"['accessible', 'and', 'chosen', 'else', 'everyone', 'few', 'filmmaking', 'important', 'is', 'is more', 'moral', 'more', 'more important', 'skill', 'suggests', 'superior', 'than', 'to', 'to everyone', 'tone']"
127862,6877,it visual imagination is breathtaking,4,its visual imagination is breathtaking,4,0,1.4615384615384615,127862,"['breathtaking', 'imagination', 'is', 'it', 'it visual', 'visual']"
131106,7065,from a talent a outstanding a director Bruce McCulloch,3,from a talent as outstanding as director Bruce McCulloch,4,1,1.4615384615384615,131106,"['bruce', 'director', 'from', 'mcculloch', 'outstanding', 'talent']"
131113,7065,McCulloch,2,McCulloch,2,0,1.4615384615384615,131113,['mcculloch']
127858,6877,forced to reflect that it visual imagination is breathtaking,4,forced to reflect that its visual imagination is breathtaking,1,3,1.4615384615384615,127858,"['breathtaking', 'forced', 'forced to', 'imagination', 'is', 'it', 'it visual', 'that', 'that it', 'to', 'visual']"
131108,7065,a outstanding a director Bruce McCulloch,4,as outstanding as director Bruce McCulloch,2,2,1.4615384615384615,131108,"['bruce', 'director', 'mcculloch', 'outstanding']"
131107,7065,a talent a outstanding a director Bruce McCulloch,3,a talent as outstanding as director Bruce McCulloch,4,1,1.4615384615384615,131107,"['bruce', 'director', 'mcculloch', 'outstanding', 'talent']"
127864,6877,is breathtaking,4,is breathtaking,2,2,1.4615384615384615,127864,"['breathtaking', 'is']"
127863,6877,it visual imagination,3,its visual imagination,2,1,1.4615384615384615,127863,"['imagination', 'it', 'it visual', 'visual']"
131105,7065,expect much more,1,expect much more,2,1,1.4615384615384615,131105,"['expect', 'more', 'much', 'much more']"
154558,8450,"This method almost never fails him ,",2,"This method almost never fails him ,",1,1,1.4615384615384615,154558,"['almost', 'fails', 'him', 'never', 'this']"
127852,6877,"Even when it drag , we are forced to reflect that it visual imagination is breathtaking",3,"Even when it drags , we are forced to reflect that its visual imagination is breathtaking",1,2,1.4615384615384615,127852,"['are', 'breathtaking', 'drag', 'even', 'even when', 'forced', 'forced to', 'imagination', 'is', 'it', 'it visual', 'that', 'that it', 'to', 'visual', 'we', 'we are', 'when', 'when it']"
127859,6877,to reflect that it visual imagination is breathtaking,3,to reflect that its visual imagination is breathtaking,4,1,1.4615384615384615,127859,"['breathtaking', 'imagination', 'is', 'it', 'it visual', 'that', 'that it', 'to', 'visual']"
131102,7065,I expect much more from a talent a outstanding a director Bruce McCulloch .,1,I expect much more from a talent as outstanding as director Bruce McCulloch .,4,3,1.4615384615384615,131102,"['bruce', 'director', 'expect', 'from', 'mcculloch', 'more', 'much', 'much more', 'outstanding', 'talent']"
131101,7065,And I expect much more from a talent a outstanding a director Bruce McCulloch .,2,And I expect much more from a talent as outstanding as director Bruce McCulloch .,4,2,1.4615384615384615,131101,"['and', 'bruce', 'director', 'expect', 'from', 'mcculloch', 'more', 'much', 'much more', 'outstanding', 'talent']"
154555,8450,"This method almost never fails him , and it work superbly here .",4,"This method almost never fails him , and it works superbly here .",1,3,1.4615384615384615,154555,"['almost', 'and', 'and it', 'fails', 'here', 'him', 'it', 'it work', 'never', 'this', 'work']"
154556,8450,"This method almost never fails him , and it work superbly here",2,"This method almost never fails him , and it works superbly here",1,1,1.4615384615384615,154556,"['almost', 'and', 'and it', 'fails', 'here', 'him', 'it', 'it work', 'never', 'this', 'work']"
154557,8450,"This method almost never fails him , and",3,"This method almost never fails him , and",1,2,1.4615384615384615,154557,"['almost', 'and', 'fails', 'him', 'never', 'this']"
131103,7065,expect much more from a talent a outstanding a director Bruce McCulloch .,2,expect much more from a talent as outstanding as director Bruce McCulloch .,4,2,1.4615384615384615,131103,"['bruce', 'director', 'expect', 'from', 'mcculloch', 'more', 'much', 'much more', 'outstanding', 'talent']"
131104,7065,expect much more from a talent a outstanding a director Bruce McCulloch,1,expect much more from a talent as outstanding as director Bruce McCulloch,4,3,1.4615384615384615,131104,"['bruce', 'director', 'expect', 'from', 'mcculloch', 'more', 'much', 'much more', 'outstanding', 'talent']"
